HomeTeam,AwayTeam,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeTeam_label,AwayTeam_label,FullTimeResult_label,HalfTimeResult_label
Chelsea,Portsmouth,H,1,0,H,13,32,2,2
Derby,Birmingham,A,0,1,A,16,2,0,0
Everton,Blackburn,D,0,1,A,17,3,1,0
Sunderland,Liverpool,A,0,1,A,38,24,0,0
West Ham,Wigan,D,0,0,D,43,44,1,1
Middlesbrough,Newcastle,D,1,1,D,28,29,1,1
Bolton,Everton,A,0,1,A,5,17,0,0
Fulham,Tottenham,D,1,2,A,18,40,1,0
Liverpool,Derby,H,2,0,H,24,16,2,2
Man United,Sunderland,H,0,0,D,27,38,2,1
Middlesbrough,Birmingham,H,2,0,H,28,2,2,2
Newcastle,Wigan,H,0,0,D,29,44,2,1
Reading,West Ham,A,0,1,A,34,43,0,0
Arsenal,Portsmouth,H,2,0,H,0,32,2,2
Aston Villa,Chelsea,H,0,0,D,1,13,2,1
Portsmouth,Liverpool,D,0,0,D,32,24,1,1
Sunderland,Reading,H,1,0,H,38,34,2,2
Tottenham,Arsenal,A,1,0,H,40,0,0,2
Wigan,Fulham,D,0,1,A,44,18,1,0
Man City,Aston Villa,H,0,0,D,26,1,2,1
Arsenal,Derby,H,2,0,H,0,16,2,2
Fulham,Man City,D,1,1,D,18,26,1,1
Middlesbrough,Sunderland,D,1,1,D,28,38,1,1
Reading,Wigan,H,1,0,H,34,44,2,2
Blackburn,Portsmouth,A,0,1,A,3,32,0,0
Bolton,Tottenham,D,1,1,D,5,40,1,1
Newcastle,West Ham,H,2,1,H,29,43,2,2
Chelsea,Fulham,D,0,0,D,13,18,1,1
Derby,Bolton,D,1,1,D,16,5,1,1
Man City,Newcastle,H,1,1,D,26,29,2,1
Portsmouth,Reading,H,2,1,H,32,34,2,2
Sunderland,Blackburn,A,0,0,D,38,3,0,1
West Ham,Arsenal,A,0,1,A,43,0,0,0
Wigan,Liverpool,A,0,0,D,44,24,0,1
Tottenham,Aston Villa,D,1,3,A,40,1,1,0
Arsenal,Sunderland,H,2,1,H,0,38,2,2
Blackburn,Birmingham,H,1,0,H,3,2,2,2
Fulham,Portsmouth,A,0,0,D,18,32,0,1
Man City,Middlesbrough,H,2,0,H,26,28,2,2
Newcastle,Everton,H,1,0,H,29,17,2,2
Reading,Derby,H,0,0,D,34,16,2,1
Arsenal,Bolton,H,0,0,D,0,5,2,1
Aston Villa,Man United,A,1,3,A,1,27,0,0
Blackburn,Reading,H,3,0,H,3,34,2,2
Everton,Liverpool,A,1,0,H,17,24,0,2
Man City,Birmingham,H,1,0,H,26,2,2,2
Wigan,Portsmouth,A,0,0,D,44,32,0,1
Birmingham,Wigan,H,1,1,D,2,44,2,1
Man United,Middlesbrough,H,2,1,H,27,28,2,2
Portsmouth,West Ham,D,0,0,D,32,43,1,1
Bolton,Aston Villa,D,1,0,H,5,1,1,2
Liverpool,Arsenal,D,1,0,H,24,0,1,2
Tottenham,Blackburn,A,0,0,D,40,3,0,1
Aston Villa,Derby,H,0,0,D,1,16,2,1
Blackburn,Liverpool,D,0,0,D,3,24,1,1
Everton,Birmingham,H,1,0,H,17,2,2,2
Fulham,Reading,H,1,0,H,18,34,2,2
Newcastle,Portsmouth,A,1,3,A,29,32,0,0
Wigan,Chelsea,A,0,2,A,44,13,0,0
Man City,Sunderland,H,0,0,D,26,38,2,1
Derby,West Ham,A,0,1,A,16,43,0,0
Portsmouth,Man City,D,0,0,D,32,26,1,1
Tottenham,Wigan,H,3,0,H,40,44,2,2
Reading,Arsenal,A,0,1,A,34,0,0,0
Arsenal,Wigan,H,0,0,D,0,44,2,1
Birmingham,Portsmouth,A,0,1,A,2,32,0,0
Bolton,Man United,H,1,0,H,5,27,2,2
Derby,Chelsea,A,0,1,A,16,13,0,0
Everton,Sunderland,H,3,1,H,17,38,2,2
Man City,Reading,H,1,1,D,26,34,2,1
Middlesbrough,Aston Villa,A,0,1,A,28,1,0,0
Fulham,Blackburn,D,0,0,D,18,3,1,1
West Ham,Tottenham,D,1,0,H,43,40,1,2
Blackburn,Aston Villa,A,0,1,A,3,1,0,0
Aston Villa,Arsenal,A,1,2,A,1,0,0,0
Blackburn,Newcastle,H,0,0,D,3,29,2,1
Chelsea,West Ham,H,0,0,D,13,43,2,1
Portsmouth,Everton,D,0,0,D,32,17,1,1
Reading,Middlesbrough,D,0,0,D,34,28,1,1
Sunderland,Derby,H,0,0,D,38,16,2,1
Wigan,Man City,D,1,1,D,44,26,1,1
Liverpool,Bolton,H,2,0,H,24,5,2,2
Tottenham,Birmingham,A,0,1,A,40,2,0,0
Aston Villa,Portsmouth,A,0,2,A,1,32,0,0
Newcastle,Birmingham,H,1,1,D,29,2,2,1
Reading,Liverpool,H,1,1,D,34,24,2,1
Bolton,Wigan,H,2,1,H,5,44,2,2
Birmingham,Reading,D,1,0,H,2,34,1,2
Fulham,Newcastle,A,0,0,D,18,29,0,1
Man City,Bolton,H,1,2,A,26,5,2,0
Portsmouth,Tottenham,A,0,0,D,32,40,0,1
Sunderland,Aston Villa,D,1,0,H,38,1,1,2
Wigan,Blackburn,H,3,1,H,44,3,2,2
Aston Villa,Man City,D,1,1,D,1,26,1,1
Fulham,Wigan,D,0,0,D,18,44,1,1
Middlesbrough,West Ham,A,1,1,D,28,43,0,1
Reading,Sunderland,H,0,0,D,34,38,2,1
Man United,Everton,H,1,1,D,27,17,2,1
Newcastle,Derby,D,1,1,D,29,16,1,1
Chelsea,Aston Villa,D,1,2,A,13,1,1,0
Sunderland,Man United,A,0,3,A,38,27,0,0
West Ham,Reading,D,1,0,H,43,34,1,2
Wigan,Newcastle,H,0,0,D,44,29,2,1
Man City,Blackburn,D,2,1,H,26,3,1,2
Birmingham,Fulham,D,0,1,A,2,18,1,0
Chelsea,Newcastle,H,1,0,H,13,29,2,2
Everton,Arsenal,A,1,0,H,17,0,0,2
Portsmouth,Middlesbrough,A,0,1,A,32,28,0,0
Sunderland,Bolton,H,2,1,H,38,5,2,2
Tottenham,Reading,H,1,1,D,40,34,2,1
West Ham,Man United,H,0,1,A,43,27,2,0
Wigan,Aston Villa,A,1,0,H,44,1,0,2
Derby,Blackburn,A,1,2,A,16,3,0,0
Arsenal,West Ham,H,2,0,H,0,43,2,2
Fulham,Chelsea,A,1,0,H,18,13,0,2
Reading,Portsmouth,A,0,1,A,34,32,0,0
Blackburn,Sunderland,H,0,0,D,3,38,2,1
Bolton,Derby,H,0,0,D,5,16,2,1
Liverpool,Wigan,D,0,0,D,24,44,1,1
Newcastle,Man City,A,0,1,A,29,26,0,0
Arsenal,Birmingham,D,1,0,H,0,2,1,2
Aston Villa,Reading,H,1,0,H,1,34,2,2
Derby,Wigan,A,0,0,D,16,44,0,1
Man United,Newcastle,H,0,0,D,27,29,2,1
Middlesbrough,Liverpool,D,1,0,H,28,24,1,2
West Ham,Fulham,H,1,1,D,43,18,2,1
Bolton,Blackburn,A,1,0,H,5,3,0,2
Sunderland,Portsmouth,H,2,0,H,38,32,2,2
Blackburn,Middlesbrough,D,0,1,A,3,28,1,0
Portsmouth,Derby,H,2,1,H,32,16,2,2
Reading,Man United,A,0,0,D,34,27,0,1
Man City,West Ham,D,1,1,D,26,43,1,1
Wigan,Everton,A,0,2,A,44,17,0,0
Aston Villa,Blackburn,D,0,0,D,1,3,1,1
Middlesbrough,Wigan,H,1,0,H,28,44,2,2
Sunderland,Birmingham,H,1,0,H,38,2,2,2
Chelsea,Reading,H,1,0,H,13,34,2,2
West Ham,Liverpool,H,0,0,D,43,24,2,1
Birmingham,Derby,D,0,0,D,2,16,1,1
Liverpool,Sunderland,H,0,0,D,24,38,2,1
Man City,Arsenal,A,1,2,A,26,0,0,0
Portsmouth,Chelsea,D,0,0,D,32,13,1,1
Reading,Bolton,A,0,1,A,34,5,0,0
Tottenham,Man United,D,1,0,H,40,27,1,2
Wigan,West Ham,H,1,0,H,44,43,2,2
Fulham,Aston Villa,H,0,0,D,18,1,2,1
Aston Villa,Newcastle,H,0,1,A,1,29,2,0
Bolton,Portsmouth,A,0,0,D,5,32,0,1
Derby,Tottenham,A,0,0,D,16,40,0,1
Everton,Reading,H,0,0,D,17,34,2,1
Sunderland,Wigan,H,1,0,H,38,44,2,2
West Ham,Birmingham,D,1,1,D,43,2,1,1
Chelsea,Liverpool,D,0,0,D,13,24,1,1
Man United,Man City,A,0,2,A,27,26,0,0
Birmingham,Arsenal,D,1,0,H,2,0,1,2
Liverpool,Middlesbrough,H,2,1,H,24,28,2,2
Newcastle,Man United,A,0,2,A,29,27,0,0
Wigan,Derby,H,0,0,D,44,16,2,1
Blackburn,Bolton,H,1,0,H,3,5,2,2
Reading,Aston Villa,A,0,1,A,34,1,0,0
Man City,Everton,A,0,2,A,26,17,0,0
Arsenal,Aston Villa,D,0,1,A,0,1,1,0
Derby,Sunderland,D,0,0,D,16,38,1,1
Fulham,Man United,A,0,2,A,18,27,0,0
Man City,Wigan,D,0,0,D,26,44,1,1
Middlesbrough,Reading,A,0,0,D,28,34,0,1
West Ham,Chelsea,A,0,3,A,43,13,0,0
Blackburn,Fulham,D,0,0,D,3,18,1,1
Reading,Man City,H,0,0,D,34,26,2,1
Tottenham,West Ham,H,2,0,H,40,43,2,2
Wigan,Arsenal,D,0,0,D,44,0,1,1
Aston Villa,Middlesbrough,D,0,1,A,1,28,1,0
Chelsea,Derby,H,2,0,H,13,16,2,2
Portsmouth,Birmingham,H,2,2,D,32,2,2,1
Liverpool,Reading,H,1,1,D,24,34,2,1
Portsmouth,Aston Villa,H,2,0,H,32,1,2,2
Sunderland,Chelsea,A,0,1,A,38,13,0,0
West Ham,Blackburn,H,1,1,D,43,3,2,1
Man City,Tottenham,H,0,1,A,26,40,2,0
Wigan,Bolton,H,1,0,H,44,5,2,2
Birmingham,Newcastle,D,1,0,H,2,29,1,2
Man United,Bolton,H,2,0,H,27,5,2,2
Tottenham,Chelsea,D,1,2,A,40,13,1,0
Aston Villa,Sunderland,A,0,0,D,1,38,0,1
Blackburn,Wigan,H,2,1,H,3,44,2,2
Everton,West Ham,D,1,0,H,17,43,1,2
Reading,Birmingham,H,1,0,H,34,2,2,2
Tottenham,Portsmouth,H,0,0,D,40,32,2,1
Bolton,Arsenal,A,2,0,H,5,0,0,2
Derby,Fulham,D,1,1,D,16,18,1,1
Portsmouth,Wigan,H,1,0,H,32,44,2,2
Reading,Blackburn,D,0,0,D,34,3,1,1
Sunderland,West Ham,H,1,1,D,38,43,2,1
Arsenal,Liverpool,D,0,1,A,0,24,1,0
Blackburn,Tottenham,D,1,1,D,3,40,1,1
Fulham,Sunderland,A,0,1,A,18,38,0,0
Newcastle,Reading,H,2,0,H,29,34,2,2
Wigan,Birmingham,H,1,0,H,44,2,2,2
Middlesbrough,Man United,D,1,1,D,28,27,1,1
West Ham,Portsmouth,A,0,0,D,43,32,0,1
Birmingham,Everton,D,0,0,D,2,17,1,1
Bolton,West Ham,H,0,0,D,5,43,2,1
Derby,Aston Villa,A,0,3,A,16,1,0,0
Reading,Fulham,A,0,1,A,34,18,0,0
Sunderland,Man City,A,0,0,D,38,26,0,1
Tottenham,Middlesbrough,D,1,0,H,40,28,1,2
Chelsea,Wigan,D,0,0,D,13,44,1,1
Everton,Chelsea,A,0,1,A,17,13,0,0
Arsenal,Reading,H,2,0,H,0,34,2,2
Middlesbrough,Bolton,A,0,0,D,28,5,0,1
Wigan,Tottenham,D,1,1,D,44,40,1,1
Aston Villa,Birmingham,H,2,0,H,1,2,2,2
Man City,Portsmouth,H,2,1,H,26,32,2,2
Birmingham,Liverpool,D,1,0,H,2,24,1,2
Man City,Fulham,A,2,0,H,26,18,0,2
Sunderland,Middlesbrough,H,2,1,H,38,28,2,2
Tottenham,Bolton,D,0,0,D,40,5,1,1
West Ham,Newcastle,D,2,2,D,43,29,1,1
Wigan,Reading,D,0,0,D,44,34,1,1
Everton,Aston Villa,D,0,0,D,17,1,1,1
Derby,Arsenal,A,1,2,A,16,0,0,0
Aston Villa,Wigan,A,0,0,D,1,44,0,1
Blackburn,Derby,H,1,1,D,3,16,2,1
Bolton,Sunderland,H,1,0,H,5,38,2,2
Fulham,Birmingham,H,0,0,D,18,2,2,1
Man United,West Ham,H,3,1,H,27,43,2,2
Middlesbrough,Portsmouth,H,1,0,H,28,32,2,2
Reading,Tottenham,A,0,1,A,34,40,0,0
Arsenal,Everton,H,0,0,D,0,17,2,1
Newcastle,Chelsea,A,0,0,D,29,13,0,1
Birmingham,Blackburn,H,1,0,H,2,3,2,2
Chelsea,Bolton,D,0,0,D,13,5,1,1
Derby,Reading,A,0,1,A,16,34,0,0
Middlesbrough,Man City,H,2,0,H,28,26,2,2
Portsmouth,Fulham,A,0,0,D,32,18,0,1
Sunderland,Arsenal,A,0,1,A,38,0,0,0
Wigan,Man United,A,0,1,A,44,27,0,0
Bolton,Stoke,H,3,0,H,5,37,2,2
Everton,Blackburn,A,1,1,D,17,3,0,1
Hull,Fulham,H,1,1,D,20,18,2,1
West Ham,Wigan,H,2,0,H,43,44,2,2
Man United,Newcastle,D,1,1,D,27,29,1,1
Blackburn,Hull,D,1,1,D,3,20,1,1
Fulham,Arsenal,H,1,0,H,18,0,2,2
Newcastle,Bolton,H,0,0,D,29,5,2,1
Stoke,Aston Villa,H,1,0,H,37,1,2,2
Tottenham,Sunderland,A,0,0,D,40,38,0,1
West Brom,Everton,A,0,0,D,42,17,0,1
Wigan,Chelsea,A,0,1,A,44,13,0,0
Portsmouth,Man United,A,0,1,A,32,27,0,0
Bolton,West Brom,D,0,0,D,5,42,1,1
Everton,Portsmouth,A,0,2,A,17,32,0,0
Hull,Wigan,A,0,2,A,20,44,0,0
Middlesbrough,Stoke,H,1,0,H,28,37,2,2
West Ham,Blackburn,H,2,1,H,43,3,2,2
Blackburn,Arsenal,A,0,2,A,3,0,0,0
Liverpool,Man United,H,1,1,D,24,27,2,1
Newcastle,Hull,A,0,1,A,29,20,0,0
Portsmouth,Middlesbrough,H,0,1,A,32,28,2,0
West Brom,West Ham,H,2,2,D,42,43,2,1
Wigan,Sunderland,D,0,1,A,44,38,1,0
Stoke,Everton,A,0,1,A,37,17,0,0
Tottenham,Aston Villa,A,0,1,A,40,1,0,0
Bolton,Arsenal,A,1,2,A,5,0,0,0
Liverpool,Stoke,D,0,0,D,24,37,1,1
West Ham,Newcastle,H,2,0,H,43,29,2,2
Chelsea,Man United,D,0,1,A,13,27,1,0
Hull,Everton,D,1,0,H,20,17,1,2
Man City,Portsmouth,H,2,0,H,26,32,2,2
Tottenham,Wigan,D,0,0,D,40,44,1,1
West Brom,Aston Villa,A,1,2,A,42,1,0,0
Arsenal,Hull,A,0,0,D,0,20,0,1
Aston Villa,Sunderland,H,2,1,H,1,38,2,2
Everton,Liverpool,A,0,0,D,17,24,0,1
Fulham,West Ham,A,0,2,A,18,43,0,0
Man United,Bolton,H,0,0,D,27,5,2,1
Middlesbrough,West Brom,A,0,0,D,28,42,0,1
Newcastle,Blackburn,A,0,2,A,29,3,0,0
Stoke,Chelsea,A,0,1,A,37,13,0,0
Portsmouth,Tottenham,H,1,0,H,32,40,2,2
Wigan,Man City,H,2,1,H,44,26,2,2
Blackburn,Man United,A,0,1,A,3,27,0,0
Sunderland,Arsenal,D,0,0,D,38,0,1,1
Wigan,Middlesbrough,A,0,0,D,44,28,0,1
Chelsea,Aston Villa,H,2,0,H,13,1,2,2
Everton,Newcastle,D,2,1,H,17,29,1,2
Man City,Liverpool,A,2,0,H,26,24,0,2
Portsmouth,Stoke,H,1,0,H,32,37,2,2
Tottenham,Hull,A,0,1,A,40,20,0,0
West Ham,Bolton,A,0,2,A,43,5,0,0
Arsenal,Everton,H,0,1,A,0,17,2,0
Fulham,Sunderland,D,0,0,D,18,38,1,1
Liverpool,Wigan,H,1,2,A,24,44,2,0
Hull,West Ham,H,0,0,D,20,43,2,1
Stoke,Tottenham,H,1,1,D,37,40,2,1
Newcastle,Man City,D,1,1,D,29,26,1,1
Blackburn,Middlesbrough,D,0,0,D,3,28,1,1
Everton,Man United,D,0,1,A,17,27,1,0
Sunderland,Newcastle,H,1,1,D,38,29,2,1
West Brom,Hull,A,0,0,D,42,20,0,1
Man City,Stoke,H,1,0,H,26,37,2,2
Tottenham,Bolton,H,1,0,H,40,5,2,2
West Ham,Arsenal,A,0,0,D,43,0,0,1
Wigan,Aston Villa,A,0,1,A,44,1,0,0
Arsenal,Tottenham,D,1,1,D,0,40,1,1
Aston Villa,Blackburn,H,1,1,D,1,3,2,1
Hull,Chelsea,A,0,1,A,20,13,0,0
Liverpool,Portsmouth,H,0,0,D,24,32,2,1
Stoke,Sunderland,H,0,0,D,37,38,2,1
Chelsea,Sunderland,H,3,0,H,13,38,2,2
Man United,Hull,H,3,1,H,27,20,2,2
Middlesbrough,West Ham,D,0,1,A,28,43,1,0
Portsmouth,Wigan,A,0,1,A,32,44,0,0
Stoke,Arsenal,H,1,0,H,37,0,2,2
Tottenham,Liverpool,H,0,1,A,40,24,2,0
West Brom,Blackburn,D,0,1,A,42,3,1,0
Bolton,Man City,H,0,0,D,5,26,2,1
Newcastle,Aston Villa,H,0,0,D,29,1,2,1
Hull,Bolton,A,0,0,D,20,5,0,1
Wigan,Stoke,D,0,0,D,44,37,1,1
Aston Villa,Middlesbrough,A,1,1,D,1,28,0,1
Fulham,Newcastle,H,1,0,H,18,29,2,2
Arsenal,Aston Villa,A,0,0,D,0,1,0,1
Blackburn,Sunderland,A,1,0,H,3,38,0,2
Man United,Stoke,H,2,0,H,27,37,2,2
Newcastle,Wigan,D,0,1,A,29,44,1,0
West Brom,Chelsea,A,0,3,A,42,13,0,0
West Ham,Portsmouth,D,0,0,D,43,32,1,1
Hull,Man City,D,1,2,A,20,26,1,0
Aston Villa,Man United,D,0,0,D,1,27,1,1
Chelsea,Newcastle,D,0,0,D,13,29,1,1
Middlesbrough,Bolton,A,0,2,A,28,5,0,0
Portsmouth,Hull,D,1,0,H,32,20,1,2
Stoke,West Brom,H,0,0,D,37,42,2,1
Wigan,Everton,H,0,0,D,44,17,2,1
Middlesbrough,Newcastle,D,0,0,D,28,29,1,1
Stoke,Hull,D,0,1,A,37,20,1,0
Sunderland,Bolton,A,1,3,A,38,5,0,0
Wigan,West Brom,H,0,0,D,44,42,2,1
Chelsea,Arsenal,A,1,0,H,13,0,0,2
Portsmouth,Blackburn,H,0,0,D,32,3,2,1
Liverpool,West Ham,D,0,0,D,24,43,1,1
Arsenal,Wigan,H,1,0,H,0,44,2,2
Blackburn,Liverpool,A,0,0,D,3,24,0,1
Bolton,Chelsea,A,0,2,A,5,13,0,0
Hull,Middlesbrough,H,0,0,D,20,28,2,1
Newcastle,Stoke,D,2,0,H,29,37,1,2
Everton,Aston Villa,A,1,1,D,17,1,0,1
West Brom,Portsmouth,D,1,0,H,42,32,1,2
Liverpool,Hull,D,2,2,D,24,20,1,1
Middlesbrough,Arsenal,D,1,1,D,28,0,1,1
Stoke,Fulham,D,0,0,D,37,18,1,1
Sunderland,West Brom,H,3,0,H,38,42,2,2
Tottenham,Man United,D,0,0,D,40,27,1,1
Wigan,Blackburn,H,2,0,H,44,3,2,2
Chelsea,West Ham,D,0,1,A,13,43,1,0
Portsmouth,Newcastle,A,0,0,D,32,29,0,1
Blackburn,Stoke,H,3,0,H,3,37,2,2
Hull,Sunderland,A,1,1,D,20,38,0,1
West Ham,Aston Villa,A,0,0,D,43,1,0,1
Arsenal,Liverpool,D,1,1,D,0,24,1,1
Newcastle,Tottenham,H,1,1,D,29,40,2,1
West Brom,Man City,H,0,0,D,42,26,2,1
Aston Villa,Arsenal,D,0,1,A,1,0,1,0
Man City,Hull,H,4,0,H,26,20,2,2
Portsmouth,West Ham,A,1,1,D,32,43,0,1
Stoke,Man United,A,0,0,D,37,27,0,1
Arsenal,Portsmouth,H,0,0,D,0,32,2,1
Blackburn,Man City,D,1,0,H,3,26,1,2
Bolton,Wigan,A,0,1,A,5,44,0,0
Everton,Sunderland,H,2,0,H,17,38,2,2
Fulham,Chelsea,D,1,0,H,18,13,1,2
West Brom,Tottenham,H,0,0,D,42,40,2,1
West Ham,Stoke,H,0,1,A,43,37,2,0
Man United,Middlesbrough,H,0,0,D,27,28,2,1
Hull,Aston Villa,A,0,0,D,20,1,0,1
Aston Villa,West Brom,H,2,0,H,1,42,2,2
Everton,Hull,H,2,0,H,17,20,2,2
Middlesbrough,Sunderland,D,1,0,H,28,38,1,2
Newcastle,West Ham,D,1,1,D,29,43,1,1
Stoke,Liverpool,D,0,0,D,37,24,1,1
Wigan,Tottenham,H,0,0,D,44,40,2,1
Man United,Wigan,H,1,0,H,27,44,2,2
Bolton,Man United,A,0,0,D,5,27,0,1
Chelsea,Stoke,H,0,0,D,13,37,2,1
Hull,Arsenal,A,0,1,A,20,0,0,0
Man City,Wigan,H,0,0,D,26,44,2,1
Sunderland,Aston Villa,A,1,0,H,38,1,0,2
West Brom,Middlesbrough,H,1,0,H,42,28,2,2
Tottenham,Portsmouth,D,0,0,D,40,32,1,1
Portsmouth,Aston Villa,A,0,1,A,32,1,0,0
Sunderland,Fulham,H,0,0,D,38,18,2,1
Tottenham,Stoke,H,3,0,H,40,37,2,2
West Brom,Man United,A,0,2,A,42,27,0,0
Blackburn,Bolton,D,0,2,A,3,5,1,0
Everton,Arsenal,D,0,0,D,17,0,1,1
West Ham,Hull,H,1,0,H,43,20,2,2
Wigan,Liverpool,D,0,1,A,44,24,1,0
Arsenal,West Ham,D,0,0,D,0,43,1,1
Aston Villa,Wigan,D,0,0,D,1,44,1,1
Fulham,Portsmouth,H,1,0,H,18,32,2,2
Hull,West Brom,D,1,0,H,20,42,1,2
Middlesbrough,Blackburn,D,0,0,D,28,3,1,1
Stoke,Man City,H,1,0,H,37,26,2,2
Newcastle,Sunderland,D,0,1,A,29,38,1,0
Chelsea,Hull,D,0,0,D,13,20,1,1
Man City,Middlesbrough,H,0,0,D,26,28,2,1
Sunderland,Stoke,H,0,0,D,38,37,2,1
West Brom,Newcastle,A,1,3,A,42,29,0,0
West Ham,Man United,A,0,0,D,43,27,0,1
Man United,Fulham,H,2,0,H,27,18,2,2
Arsenal,Sunderland,D,0,0,D,0,38,1,1
Aston Villa,Chelsea,A,0,1,A,1,13,0,0
Bolton,West Ham,H,2,0,H,5,43,2,2
Man United,Blackburn,H,1,1,D,27,3,2,1
Middlesbrough,Wigan,D,0,0,D,28,44,1,1
Stoke,Portsmouth,D,0,0,D,37,32,1,1
Liverpool,Man City,D,0,0,D,24,26,1,1
Newcastle,Everton,D,0,0,D,29,17,1,1
Hull,Tottenham,A,1,1,D,20,40,0,1
Aston Villa,Stoke,D,1,0,H,1,37,1,2
Hull,Blackburn,A,0,2,A,20,3,0,0
West Ham,Man City,H,0,0,D,43,26,2,1
West Brom,Arsenal,A,1,3,A,42,0,0,0
Fulham,Hull,A,0,0,D,18,20,0,1
Man City,Aston Villa,H,1,0,H,26,1,2,2
Newcastle,Man United,A,1,1,D,29,27,0,1
Stoke,Bolton,H,1,0,H,37,5,2,2
Tottenham,Middlesbrough,H,3,0,H,40,28,2,2
Sunderland,Tottenham,D,1,0,H,38,40,1,2
Fulham,Blackburn,A,1,0,H,18,3,0,2
Bolton,Fulham,A,1,1,D,5,18,0,1
Everton,Stoke,H,2,0,H,17,37,2,2
Hull,Newcastle,D,1,1,D,20,29,1,1
Man United,Liverpool,A,1,2,A,27,24,0,0
Sunderland,Wigan,A,1,2,A,38,44,0,0
Aston Villa,Tottenham,A,0,1,A,1,40,0,0
West Ham,West Brom,D,0,0,D,43,42,1,1
Blackburn,West Ham,D,0,1,A,3,43,1,0
Fulham,Man United,H,1,0,H,18,27,2,2
Newcastle,Arsenal,A,0,0,D,29,0,0,1
Portsmouth,Everton,H,1,1,D,32,17,2,1
Stoke,Middlesbrough,H,0,0,D,37,28,2,1
Tottenham,Chelsea,H,0,0,D,40,13,2,1
Wigan,Hull,H,0,0,D,44,20,2,1
Blackburn,Tottenham,H,0,1,A,3,40,2,0
Bolton,Middlesbrough,H,2,1,H,5,28,2,2
Fulham,Liverpool,A,0,0,D,18,24,0,1
Hull,Portsmouth,D,0,0,D,20,32,1,1
West Brom,Stoke,A,0,1,A,42,37,0,0
Man United,Aston Villa,H,1,1,D,27,1,2,1
Chelsea,Bolton,H,1,0,H,13,5,2,2
Liverpool,Blackburn,H,2,0,H,24,3,2,2
Middlesbrough,Hull,H,2,1,H,28,20,2,2
Portsmouth,West Brom,D,1,0,H,32,42,1,2
Stoke,Newcastle,D,1,0,H,37,29,1,2
Wigan,Arsenal,A,1,0,H,44,0,0,2
Aston Villa,Everton,D,1,2,A,1,17,1,0
Man City,Fulham,A,1,0,H,26,18,0,2
Aston Villa,West Ham,D,1,0,H,1,43,1,2
Stoke,Blackburn,H,0,0,D,37,3,2,1
Sunderland,Hull,H,1,0,H,38,20,2,2
Man City,West Brom,H,2,1,H,26,42,2,2
Bolton,Aston Villa,D,0,1,A,5,1,1,0
Everton,Man City,A,0,1,A,17,26,0,0
Fulham,Stoke,H,1,0,H,18,37,2,2
Hull,Liverpool,A,0,1,A,20,24,0,0
Man United,Tottenham,H,0,2,A,27,40,2,0
West Brom,Sunderland,H,1,0,H,42,38,2,2
West Ham,Chelsea,A,0,0,D,43,13,0,1
Blackburn,Wigan,H,1,0,H,3,44,2,2
Newcastle,Portsmouth,D,0,0,D,29,32,1,1
Man City,Blackburn,H,3,0,H,26,3,2,2
Portsmouth,Arsenal,A,0,2,A,32,0,0,0
Stoke,West Ham,A,0,1,A,37,43,0,0
Tottenham,West Brom,H,1,0,H,40,42,2,2
Wigan,Bolton,D,0,0,D,44,5,1,1
Aston Villa,Hull,H,1,0,H,1,20,2,2
Blackburn,Portsmouth,H,1,0,H,3,32,2,2
Bolton,Sunderland,D,0,0,D,5,38,1,1
Fulham,Aston Villa,H,1,1,D,18,1,2,1
Hull,Stoke,A,0,1,A,20,37,0,0
West Brom,Wigan,H,1,1,D,42,44,2,1
Arsenal,Chelsea,A,0,2,A,0,13,0,0
Newcastle,Middlesbrough,H,1,1,D,29,28,2,1
Bolton,Hull,D,1,0,H,5,20,1,2
Everton,West Ham,H,1,1,D,17,43,2,1
Middlesbrough,Aston Villa,D,1,0,H,28,1,1,2
Stoke,Wigan,H,0,0,D,37,44,2,1
Arsenal,Stoke,H,4,1,H,0,37,2,2
Aston Villa,Newcastle,H,1,0,H,1,29,2,2
Blackburn,West Brom,D,0,0,D,3,42,1,1
Fulham,Everton,A,0,1,A,18,17,0,0
Hull,Man United,A,0,1,A,20,27,0,0
Liverpool,Tottenham,H,1,0,H,24,40,2,2
Sunderland,Chelsea,A,0,0,D,38,13,0,1
Wigan,Portsmouth,H,1,0,H,44,32,2,2
Blackburn,Man City,A,0,1,A,3,26,0,0
Bolton,Sunderland,A,0,1,A,5,38,0,0
Chelsea,Hull,H,1,1,D,13,20,2,1
Everton,Arsenal,A,0,3,A,17,0,0,0
Portsmouth,Fulham,A,0,1,A,32,18,0,0
Stoke,Burnley,H,2,0,H,37,10,2,2
Wolves,West Ham,A,0,1,A,45,43,0,0
Wigan,Wolves,A,0,1,A,44,45,0,0
Birmingham,Portsmouth,H,0,0,D,2,32,2,1
Burnley,Man United,H,1,0,H,10,27,2,2
Hull,Tottenham,A,1,3,A,20,40,0,0
Liverpool,Stoke,H,2,0,H,24,37,2,2
Arsenal,Portsmouth,H,2,1,H,0,32,2,2
Birmingham,Stoke,D,0,0,D,2,37,1,1
Hull,Bolton,H,0,0,D,20,5,2,1
Man City,Wolves,H,1,0,H,26,45,2,2
Sunderland,Blackburn,H,1,1,D,38,3,2,1
Burnley,Everton,H,1,0,H,10,17,2,2
